# Source: EPA Power Profiler crosswalk (USEPA/power-profiler GitHub, eGRID2023).
# (zip, wires utility) grain — feeds zip_supplier_candidates for non-CCA rows.
zip,state,eiaid,utility_name,subregion,predominant
13021,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13021,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13022,NY,1115,New York State Electric & Gas Corp [Iberdrola SA],NYUP,TRUE
13024,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13026,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13027,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13027,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13027,NY,16183,Rochester Gas & Electric Corp,NYUP,FALSE
13028,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13029,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13030,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13031,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13031,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13032,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13032,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13033,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13033,NY,16183,Rochester Gas & Electric Corp,NYUP,FALSE
13034,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13035,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13035,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13036,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13037,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13039,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13040,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13040,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13041,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13042,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13043,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13044,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13045,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13045,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13051,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13052,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13052,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13053,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13053,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13054,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13056,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13057,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13060,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13060,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13061,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13061,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13062,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13063,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13064,NY,16183,Rochester Gas & Electric Corp,NYUP,TRUE
13065,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13066,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13068,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13068,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13069,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13069,NY,16183,Rochester Gas & Electric Corp,NYUP,FALSE
13071,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13072,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13072,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13073,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13073,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13074,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13074,NY,16183,Rochester Gas & Electric Corp,NYUP,FALSE
13076,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13077,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13077,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13078,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13080,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13080,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13080,NY,16183,Rochester Gas & Electric Corp,NYUP,FALSE
13081,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13082,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13083,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13084,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13087,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13088,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13089,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13090,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13092,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13093,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13101,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13101,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13102,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13103,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13104,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13107,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13108,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13108,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13110,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13110,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13111,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13111,NY,16183,Rochester Gas & Electric Corp,NYUP,FALSE
13112,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13112,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13112,NY,16183,Rochester Gas & Electric Corp,NYUP,FALSE
13113,NY,16183,Rochester Gas & Electric Corp,NYUP,TRUE
13114,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13115,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13116,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13117,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13118,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13118,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13119,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13120,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13121,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13122,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13122,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13123,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13124,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13124,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13126,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13126,NY,16183,Rochester Gas & Electric Corp,NYUP,FALSE
13131,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13132,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13134,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13135,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13136,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13136,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13137,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13138,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13139,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13140,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13140,NY,16183,Rochester Gas & Electric Corp,NYUP,FALSE
13141,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13141,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13142,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13143,NY,16183,Rochester Gas & Electric Corp,NYUP,TRUE
13144,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13145,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13146,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13146,NY,16183,Rochester Gas & Electric Corp,NYUP,FALSE
13147,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13148,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13152,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13152,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13153,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13154,NY,16183,Rochester Gas & Electric Corp,NYUP,TRUE
13155,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13155,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13156,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13156,NY,16183,Rochester Gas & Electric Corp,NYUP,FALSE
13157,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13158,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13158,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13159,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13159,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13160,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13162,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13163,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13164,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13164,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13165,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13166,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13166,NY,16183,Rochester Gas & Electric Corp,NYUP,FALSE
13167,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13201,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13202,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13203,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13204,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13204,NY,17512,Village of Solvay - (NY),NYUP,FALSE
13205,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13206,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13207,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13208,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13209,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13209,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13209,NY,17512,Village of Solvay - (NY),NYUP,FALSE
13210,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13211,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13212,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13214,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13215,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13215,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13217,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13218,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13219,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13219,NY,17512,Village of Solvay - (NY),NYUP,FALSE
13220,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13221,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13224,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13225,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13235,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13244,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13250,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13251,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13252,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13261,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13290,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13301,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13302,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13303,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13304,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13305,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13308,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13309,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13310,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13312,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13313,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13314,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13315,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13316,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13317,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13318,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13318,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13319,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13320,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13320,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13321,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13322,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13322,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13323,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13323,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13324,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13325,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13326,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13326,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13327,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13328,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13328,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13329,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13331,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13331,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13332,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13333,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13334,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13334,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13335,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13337,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13338,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13339,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13340,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13340,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13341,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13342,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13343,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13345,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13346,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13348,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13350,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13352,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13353,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13354,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13355,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13357,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13357,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13360,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13360,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13361,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13361,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13362,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13363,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13364,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13365,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13367,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13368,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13401,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13402,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13402,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13403,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13404,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13406,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13407,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13407,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13408,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13408,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13409,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13409,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13410,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13411,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13413,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13415,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13416,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13417,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13418,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13420,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13421,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13421,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13424,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13425,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13425,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13426,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13428,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13431,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13433,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13435,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13436,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13436,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13437,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13438,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13439,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13440,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13441,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13442,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13449,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13450,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13450,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13452,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13454,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13455,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13456,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13456,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13457,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13459,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13460,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13461,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13464,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13465,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13468,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13468,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13469,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13470,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13471,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13472,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13473,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13475,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13476,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13477,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13477,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13478,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13479,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13480,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13480,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13482,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13483,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13484,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13485,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13486,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13488,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13488,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13489,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13490,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13491,NY,13511,New York State Elec & Gas Corp,NYUP,TRUE
13491,NY,13573,Niagara Mohawk Power Corp.,NYUP,FALSE
13492,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13493,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13494,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13495,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13501,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13502,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13503,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13504,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13505,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13599,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13601,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13602,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13603,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13605,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13606,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13607,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13608,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13611,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13612,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13613,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13614,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13615,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13616,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13617,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13618,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13619,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13620,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13621,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13622,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13623,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13624,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13625,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13626,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13627,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13628,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13630,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13631,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13632,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13633,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13634,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13635,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13636,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13637,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13638,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13639,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13640,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13641,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13642,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13643,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13645,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13646,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13647,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13648,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13649,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13650,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13651,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13652,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13654,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13655,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13656,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13657,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13658,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13659,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13660,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13661,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13662,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13662,NY,11811,Town of Massena - (NY),NYUP,FALSE
13664,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13665,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13666,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13667,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13668,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13669,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
13670,NY,13573,Niagara Mohawk Power Corp.,NYUP,TRUE
