# Generated by supplier_candidates.py — EPA wires crosswalk + GeoNames +
# hand-curated 2023 CCA territories. County-grain CCA coverage over-offers in
# partially-covered counties; the supplier picker in the UI is the correction.
# is_default: TRUE = supplier a customer has with no action (CCA in CCA land).
zip,state,supplier_id,default_product,is_default,enrollment_share,notes,data_quality
92176,CA,SAN_DIEGO_GAS_ELECTRIC,Standard,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92177,CA,SAN_DIEGO_COMMUNITY_POWER,PowerOn,TRUE,0.88,CCA default territory,CURATED_APPROXIMATE
92177,CA,SAN_DIEGO_GAS_ELECTRIC,Standard,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92178,CA,SAN_DIEGO_GAS_ELECTRIC,Standard,TRUE,1.0,,CURATED_APPROXIMATE
92179,CA,SAN_DIEGO_COMMUNITY_POWER,PowerOn,TRUE,0.88,CCA default territory,CURATED_APPROXIMATE
92179,CA,SAN_DIEGO_GAS_ELECTRIC,Standard,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92182,CA,SAN_DIEGO_COMMUNITY_POWER,PowerOn,TRUE,0.88,CCA default territory,CURATED_APPROXIMATE
92182,CA,SAN_DIEGO_GAS_ELECTRIC,Standard,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92186,CA,SAN_DIEGO_COMMUNITY_POWER,PowerOn,TRUE,0.88,CCA default territory,CURATED_APPROXIMATE
92186,CA,SAN_DIEGO_GAS_ELECTRIC,Standard,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92187,CA,SAN_DIEGO_COMMUNITY_POWER,PowerOn,TRUE,0.88,CCA default territory,CURATED_APPROXIMATE
92187,CA,SAN_DIEGO_GAS_ELECTRIC,Standard,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92190,CA,SAN_DIEGO_COMMUNITY_POWER,PowerOn,TRUE,0.88,CCA default territory,CURATED_APPROXIMATE
92190,CA,SAN_DIEGO_GAS_ELECTRIC,Standard,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92191,CA,SAN_DIEGO_COMMUNITY_POWER,PowerOn,TRUE,0.88,CCA default territory,CURATED_APPROXIMATE
92191,CA,SAN_DIEGO_GAS_ELECTRIC,Standard,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92192,CA,SAN_DIEGO_COMMUNITY_POWER,PowerOn,TRUE,0.88,CCA default territory,CURATED_APPROXIMATE
92192,CA,SAN_DIEGO_GAS_ELECTRIC,Standard,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92193,CA,SAN_DIEGO_COMMUNITY_POWER,PowerOn,TRUE,0.88,CCA default territory,CURATED_APPROXIMATE
92193,CA,SAN_DIEGO_GAS_ELECTRIC,Standard,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92195,CA,SAN_DIEGO_COMMUNITY_POWER,PowerOn,TRUE,0.88,CCA default territory,CURATED_APPROXIMATE
92195,CA,SAN_DIEGO_GAS_ELECTRIC,Standard,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92196,CA,SAN_DIEGO_COMMUNITY_POWER,PowerOn,TRUE,0.88,CCA default territory,CURATED_APPROXIMATE
92196,CA,SAN_DIEGO_GAS_ELECTRIC,Standard,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92197,CA,SAN_DIEGO_COMMUNITY_POWER,PowerOn,TRUE,0.88,CCA default territory,CURATED_APPROXIMATE
92197,CA,SAN_DIEGO_GAS_ELECTRIC,Standard,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92198,CA,SAN_DIEGO_COMMUNITY_POWER,PowerOn,TRUE,0.88,CCA default territory,CURATED_APPROXIMATE
92198,CA,SAN_DIEGO_GAS_ELECTRIC,Standard,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92199,CA,SAN_DIEGO_COMMUNITY_POWER,PowerOn,TRUE,0.88,CCA default territory,CURATED_APPROXIMATE
92199,CA,SAN_DIEGO_GAS_ELECTRIC,Standard,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92201,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92201,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92202,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92203,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92203,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92210,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92210,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92211,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92211,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92220,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92222,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92223,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92225,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92225,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92226,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92227,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92230,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92231,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92232,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92233,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92233,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92234,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92235,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92236,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92239,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92239,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92240,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92240,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92241,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92241,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92242,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92243,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92244,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92247,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92248,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92249,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92250,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92251,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92251,CA,SAN_DIEGO_GAS_ELECTRIC,Standard,FALSE,1.0,,CURATED_APPROXIMATE
92252,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92252,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92253,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92253,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92254,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92255,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92256,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92257,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92258,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92259,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92259,CA,SAN_DIEGO_GAS_ELECTRIC,Standard,FALSE,1.0,,CURATED_APPROXIMATE
92260,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92261,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92262,CA,CITY_OF_RIVERSIDE_RIVERSIDE_PUBLIC_UTILI,RPU General Power Mix,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92262,CA,DESERT_COMMUNITY_ENERGY,DCE Carbon Free,FALSE,0.88,CCA default territory,CURATED_APPROXIMATE
92262,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92263,CA,DESERT_COMMUNITY_ENERGY,DCE Carbon Free,TRUE,0.88,CCA default territory,CURATED_APPROXIMATE
92263,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92264,CA,DESERT_COMMUNITY_ENERGY,DCE Carbon Free,TRUE,0.88,CCA default territory,CURATED_APPROXIMATE
92264,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92266,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92266,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92267,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92268,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92270,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92270,CA,RANCHO_MIRAGE_ENERGY_AUTHORITY,Base Choice,FALSE,0.88,CCA default territory,CURATED_APPROXIMATE
92270,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92273,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92274,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92274,CA,SAN_DIEGO_GAS_ELECTRIC,Standard,FALSE,1.0,,CURATED_APPROXIMATE
92274,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92275,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92276,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92276,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92277,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92277,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92278,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92280,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92281,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92282,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92283,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92283,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92284,CA,IMPERIAL_IRRIGATION_DISTRICT,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92284,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92285,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92286,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92292,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92301,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92304,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92305,CA,BEAR_VALLEY_ELECTRIC_SERVICE_INC,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92305,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92307,CA,APPLE_VALLEY_CHOICE_ENERGY,Core Choice,TRUE,0.88,CCA default territory,CURATED_APPROXIMATE
92307,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92308,CA,BEAR_VALLEY_ELECTRIC_SERVICE_INC,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92308,CA,APPLE_VALLEY_CHOICE_ENERGY,Core Choice,FALSE,0.88,CCA default territory,CURATED_APPROXIMATE
92308,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,0.12,bundled IOU,CURATED_APPROXIMATE
92309,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92310,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92311,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92312,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92313,CA,CITY_OF_COLTON_ELECTRIC_UTILITY,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92313,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92314,CA,BEAR_VALLEY_ELECTRIC_SERVICE_INC,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92314,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92315,CA,BEAR_VALLEY_ELECTRIC_SERVICE_INC,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92315,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92316,CA,CITY_OF_COLTON_ELECTRIC_UTILITY,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92316,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92317,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92318,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92320,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92321,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92322,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92323,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92324,CA,CITY_OF_COLTON_ELECTRIC_UTILITY,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92324,CA,CITY_OF_RIVERSIDE_RIVERSIDE_PUBLIC_UTILI,RPU General Power Mix,FALSE,1.0,municipal/co-op,CURATED_APPROXIMATE
92324,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92324,CA,CITY_OF_MORENO_VALLEY,Standard,FALSE,1.0,municipal/co-op,CURATED_APPROXIMATE
92325,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92326,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92327,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92328,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92329,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92331,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92332,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92333,CA,BEAR_VALLEY_ELECTRIC_SERVICE_INC,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92334,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92335,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92336,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92337,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92338,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92339,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92340,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92341,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92342,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92344,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92345,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92346,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92347,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92350,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92352,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92354,CA,CITY_OF_COLTON_ELECTRIC_UTILITY,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92354,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92356,CA,BEAR_VALLEY_ELECTRIC_SERVICE_INC,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92356,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92357,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92358,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92359,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92363,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92364,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92365,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92366,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92368,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92369,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92371,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92372,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92373,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92374,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92375,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92376,CA,CITY_OF_COLTON_ELECTRIC_UTILITY,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92376,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92377,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92378,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92382,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92384,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92385,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92386,CA,BEAR_VALLEY_ELECTRIC_SERVICE_INC,Standard,TRUE,1.0,municipal/co-op,CURATED_APPROXIMATE
92386,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,FALSE,1.0,,CURATED_APPROXIMATE
92389,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92391,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92392,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92393,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92394,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92395,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92397,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92398,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92399,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92401,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92402,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
92403,CA,SOUTHERN_CALIFORNIA_EDISON_COMPANY,SCE Power Mix,TRUE,1.0,,CURATED_APPROXIMATE
